Index,Bus line code,Origin of the line,Destination of the line,منشأ المسار,جهة الوصول,Bus line,Direction,Comments,تعليقات,Geographical coordinates,geo_point_2d
1,LL87_1-1,NA,NA,NA,NA,936,1,Origin and destination not yet official,المصدر والوجهة غير رسمية بعد,"{""coordinates"": [[46.661618, 24.7875], [46.66242241859437, 24.78778650476905], [46.66242241859437, 24.78778650476905], [46.6625726222992, 24.7874894235914], [46.66257, 24.7875], [46.66117, 24.78691], [46.66103, 24.78685], [46.6608, 24.78676], [46.66063, 24.78668], [46.65961, 24.78628], [46.65939, 24.78619], [46.65923, 24.78613], [46.65892, 24.786], [46.65838, 24.78579], [46.65759, 24.78548], [46.65627, 24.78492], [46.65451, 24.78417], [46.65374, 24.78385], [46.65301, 24.78354], [46.65197, 24.7831], [46.6513, 24.78282], [46.65055, 24.78249], [46.65042, 24.78243], [46.64977, 24.78217], [46.64915, 24.78191], [46.64788, 24.78138], [46.64788, 24.78138], [46.64698, 24.781], [46.6469, 24.78097], [46.64631, 24.78072], [46.64566, 24.78044], [46.64511, 24.78016], [46.645, 24.7801], [46.64473, 24.77997], [46.64462, 24.77991], [46.64448, 24.77985], [46.64428, 24.77977], [46.64409, 24.77958], [46.64383, 24.7793], [46.64366, 24.77916], [46.64346, 24.77907], [46.64329, 24.77902], [46.64295, 24.77901], [46.64283, 24.77903], [46.64271, 24.77906], [46.64248, 24.77916], [46.6423, 24.77916], [46.64214, 24.77912], [46.64199, 24.77906], [46.64192, 24.77901], [46.64186, 24.77896], [46.64179, 24.77889], [46.64175, 24.77884], [46.64169, 24.7787], [46.64167, 24.7786], [46.64156, 24.77841], [46.64151, 24.77837], [46.64144, 24.77833], [46.64135, 24.7783], [46.64122, 24.7783], [46.641, 24.77831], [46.64077, 24.7783], [46.64051, 24.77829], [46.63966, 24.77797], [46.63907, 24.77772], [46.63859, 24.77752], [46.63811, 24.77729], [46.63783, 24.77717], [46.63765, 24.77708], [46.63734, 24.77693], [46.63659, 24.77657], [46.63631, 24.77646], [46.63595, 24.77632], [46.63595, 24.77632], [46.63422, 24.7756], [46.63412, 24.77556], [46.63354, 24.77531], [46.63354, 24.77531], [46.63338, 24.77524], [46.63182, 24.77457], [46.63098, 24.77422], [46.63083, 24.77414], [46.62994, 24.77378], [46.62994, 24.77378], [46.62949, 24.7736], [46.628, 24.77298], [46.62583, 24.77201], [46.62524, 24.77177], [46.62513, 24.77172], [46.62466, 24.77152], [46.6244, 24.77141], [46.6242, 24.77134], [46.62352, 24.7711], [46.62329, 24.77097], [46.62298, 24.77078], [46.62259, 24.77058], [46.62236, 24.77048], [46.62229, 24.77045], [46.62208, 24.77038], [46.62192, 24.77033], [46.62161, 24.77026], [46.62128, 24.77019], [46.62104, 24.7702], [46.62083, 24.77013], [46.62066, 24.77001], [46.62057, 24.76989], [46.62038, 24.76974], [46.6202, 24.76961], [46.61998, 24.76947], [46.61964, 24.76931], [46.61934, 24.7692], [46.61911, 24.76916], [46.61858, 24.769], [46.61746, 24.76854], [46.61692, 24.76833], [46.61647, 24.76816], [46.61505, 24.76748], [46.6149, 24.76742], [46.61423, 24.76713], [46.61359, 24.76686], [46.61359, 24.76686], [46.61164, 24.76604], [46.61101, 24.76578], [46.61089, 24.76572], [46.60789, 24.76446], [46.60662, 24.76393], [46.60544, 24.76348], [46.60481, 24.76318], [46.60481, 24.76318], [46.60474, 24.76315], [46.60421, 24.76288], [46.60389, 24.76273], [46.60374, 24.76269], [46.60359, 24.76265], [46.60342, 24.76262], [46.60329, 24.76263], [46.60316, 24.76262], [46.60302, 24.76258], [46.60291, 24.76253], [46.60282, 24.76245], [46.60259, 24.76223], [46.60239, 24.76208], [46.60206, 24.76196], [46.60152, 24.76177], [46.59975, 24.76103], [46.59975, 24.76103], [46.59901, 24.76073], [46.59041, 24.75708], [46.59025, 24.75702], [46.59011, 24.75695], [46.5874, 24.75584], [46.5874, 24.75584], [46.58736, 24.75582], [46.58649, 24.75547], [46.58605, 24.75521], [46.58543, 24.75489], [46.58484, 24.75466], [46.58472, 24.75459], [46.58454, 24.75444], [46.5844, 24.75433], [46.5843, 24.75427], [46.58389, 24.75415], [46.58332, 24.75404], [46.58282, 24.75399], [46.58257, 24.75399], [46.58214, 24.75398], [46.58188, 24.75397], [46.58148, 24.75396], [46.58101, 24.75392], [46.58056, 24.7538], [46.58008, 24.75366], [46.57992, 24.75363], [46.5798, 24.75365], [46.5796, 24.75366], [46.5794, 24.75359], [46.57898, 24.75343], [46.57877, 24.75332], [46.57813, 24.75303], [46.57785, 24.75287], [46.57665, 24.75227], [46.57624, 24.75207], [46.57618, 24.75204], [46.57618, 24.75204], [46.5758, 24.75185], [46.57556, 24.75173], [46.57543, 24.75169], [46.57537, 24.75171], [46.57531, 24.7517], [46.57526, 24.75167], [46.57521, 24.75163], [46.57519, 24.75158], [46.57506, 24.75148], [46.57482, 24.75134], [46.57451, 24.75111], [46.57433, 24.75098], [46.5736, 24.75045], [46.57351, 24.75042], [46.57344, 24.75044], [46.5734, 24.75044], [46.57336, 24.75043], [46.5733, 24.7504], [46.57325, 24.75034], [46.57323, 24.75027], [46.57324, 24.75024], [46.5732, 24.75016], [46.57306, 24.75004], [46.57254, 24.74964], [46.57215, 24.74935], [46.57209, 24.74931], [46.57101, 24.74849], [46.57097, 24.74846], [46.57097, 24.74846], [46.57, 24.74773], [46.56937, 24.74726], [46.56924, 24.74718], [46.56918, 24.74716], [46.56918, 24.74716], [46.56917, 24.74716], [46.56901, 24.74726], [46.56894, 24.74731], [46.56882, 24.74745], [46.56843, 24.74789], [46.56818, 24.74817], [46.56781, 24.74859], [46.56778, 24.74863], [46.56584, 24.75077], [46.56558, 24.75107], [46.56553, 24.75113], [46.56546, 24.75119], [46.56537, 24.7513], [46.56466, 24.75209], [46.56466, 24.75209], [46.56457, 24.75219], [46.5645, 24.75227], [46.56354, 24.75334], [46.56323, 24.75368], [46.56317, 24.75375], [46.56164, 24.7554], [46.56146, 24.75557], [46.56125, 24.7557], [46.56101, 24.75578], [46.56069, 24.75583], [46.56037, 24.75586], [46.55991, 24.75589], [46.55936, 24.75591], [46.55731, 24.75614], [46.55643, 24.75627], [46.55621, 24.75631], [46.55609, 24.75634], [46.55598, 24.75636], [46.5558, 24.75644], [46.55563, 24.75652], [46.55563, 24.75652], [46.55562, 24.75653], [46.55545, 24.75664], [46.55531, 24.75676], [46.5552, 24.75688], [46.55498, 24.75711], [46.55483, 24.7574], [46.55478, 24.75753], [46.55476, 24.75757], [46.55473, 24.75761], [46.55468, 24.75765], [46.55463, 24.75767], [46.55457, 24.75768], [46.55451, 24.75767], [46.55445, 24.75765], [46.55441, 24.75761], [46.55439, 24.75759], [46.55425, 24.75744], [46.5534, 24.75635], [46.55306, 24.756], [46.55267, 24.75579], [46.55233, 24.75566], [46.5522, 24.7556], [46.5516, 24.75538], [46.55143, 24.75533], [46.55114, 24.75525], [46.55094, 24.75519], [46.55054, 24.75507], [46.54953, 24.7548], [46.54935, 24.75478], [46.54906, 24.75475], [46.54906, 24.75475], [46.5486, 24.7547], [46.54756, 24.75461], [46.54733, 24.7546], [46.54668, 24.75456], [46.54497, 24.75446], [46.54494, 24.7545], [46.54491, 24.75453], [46.54486, 24.75455], [46.54481, 24.75455], [46.54476, 24.75454], [46.54472, 24.75452], [46.54469, 24.75448], [46.54453, 24.75444], [46.54402, 24.75434], [46.54343, 24.7542], [46.54298, 24.75408], [46.54282, 24.75401], [46.54261, 24.75392], [46.54198, 24.75349], [46.54184, 24.75339], [46.54146, 24.75313], [46.54106, 24.75285], [46.54058, 24.75246], [46.54006, 24.75195], [46.53945, 24.75136], [46.5388, 24.75069], [46.53877, 24.75066], [46.53877, 24.75066], [46.53753, 24.74938], [46.53638, 24.7482], [46.53635, 24.74822], [46.53632, 24.74822], [46.53628, 24.74822], [46.53624, 24.7482], [46.5362, 24.74818], [46.53618, 24.74814], [46.53617, 24.7481], [46.53617, 24.74807], [46.53619, 24.74804], [46.53621, 24.74801], [46.53624, 24.74799], [46.53628, 24.74797], [46.53632, 24.74797], [46.53637, 24.74798], [46.5364, 24.748], [46.53643, 24.74804], [46.53644, 24.74807], [46.53644, 24.74811], [46.53837, 24.75008], [46.53924, 24.75097], [46.53924, 24.75097], [46.54028, 24.75203], [46.54075, 24.75246], [46.5411, 24.75273], [46.5424, 24.75363], [46.54271, 24.75383], [46.54306, 24.75398], [46.54383, 24.7542], [46.54446, 24.75432], [46.5447, 24.75433], [46.54473, 24.7543], [46.54477, 24.75428], [46.54482, 24.75427], [46.54487, 24.75428], [46.54491, 24.7543], [46.54494, 24.75432], [46.54497, 24.75436], [46.54761, 24.7545], [46.54866, 24.75459], [46.54882, 24.75461], [46.54882, 24.75461], [46.54959, 24.7547], [46.55059, 24.75495], [46.55162, 24.75524], [46.55234, 24.75551], [46.55275, 24.75568], [46.55312, 24.75588], [46.55338, 24.75612], [46.55384, 24.75669], [46.55419, 24.75716], [46.5543, 24.75726], [46.55438, 24.75729], [46.55452, 24.75731], [46.55457, 24.7573], [46.55468, 24.75727], [46.5548, 24.75719], [46.55497, 24.75695], [46.5551, 24.75681], [46.55522, 24.75667], [46.55536, 24.75656], [46.55555, 24.75642], [46.55567, 24.75636], [46.55567, 24.75636], [46.55574, 24.75633], [46.55596, 24.75624], [46.55609, 24.75621], [46.55619, 24.75618], [46.55642, 24.75614], [46.55733, 24.75602], [46.55749, 24.756], [46.55811, 24.75593], [46.55936, 24.75579], [46.55991, 24.75577], [46.56037, 24.75573], [46.56067, 24.75569], [46.56095, 24.75562], [46.56117, 24.75554], [46.56137, 24.75543], [46.56157, 24.75527], [46.5618, 24.75503], [46.56253, 24.75423], [46.56438, 24.75218], [46.56441, 24.75215], [46.56441, 24.75215], [46.56445, 24.7521], [46.56524, 24.75121], [46.56533, 24.7511], [46.5654, 24.75103], [46.56545, 24.75097], [46.56869, 24.74737], [46.56883, 24.74725], [46.5689, 24.74713], [46.5689, 24.74701], [46.5689, 24.74694], [46.56892, 24.74688], [46.56895, 24.74684], [46.56899, 24.7468], [46.56904, 24.74678], [46.56909, 24.74677], [46.56916, 24.74677], [46.56923, 24.74679], [46.56929, 24.74684], [46.56932, 24.74688], [46.56933, 24.74693], [46.56934, 24.74705], [46.56947, 24.74718], [46.57003, 24.74761], [46.57076, 24.74817], [46.5714, 24.74864], [46.57147, 24.7487], [46.57149, 24.74872], [46.57149, 24.74872], [46.57266, 24.74959], [46.57298, 24.74984], [46.57318, 24.75], [46.57329, 24.75007], [46.57336, 24.75012], [46.57344, 24.75011], [46.57351, 24.75013], [46.57357, 24.75018], [46.5736, 24.75024], [46.5736, 24.75026], [46.57368, 24.75036], [46.57491, 24.75128], [46.57509, 24.75138], [46.57517, 24.7514], [46.57524, 24.75142], [46.57535, 24.75138], [46.57543, 24.75139], [46.5755, 24.75144], [46.57554, 24.75151], [46.57555, 24.75154], [46.57554, 24.75157], [46.57563, 24.75164], [46.57608, 24.75187], [46.57632, 24.75198], [46.57664, 24.75215], [46.57664, 24.75215], [46.57758, 24.75263], [46.57859, 24.75313], [46.57914, 24.75335], [46.57933, 24.75342], [46.57963, 24.75354], [46.5798, 24.75365], [46.57991, 24.75373], [46.58002, 24.75378], [46.58048, 24.75392], [46.58089, 24.75401], [46.5815, 24.75408], [46.58188, 24.75409], [46.58213, 24.75409], [46.58236, 24.75409], [46.58255, 24.7541], [46.58278, 24.7541], [46.58325, 24.75415], [46.58355, 24.75421], [46.58393, 24.7543], [46.58422, 24.75439], [46.58436, 24.75442], [46.58454, 24.75444], [46.58479, 24.75446], [46.58493, 24.7545], [46.58557, 24.75476], [46.58698, 24.75524], [46.58748, 24.75546], [46.5877, 24.75555], [46.5877, 24.75555], [46.58895, 24.75608], [46.58907, 24.75614], [46.59056, 24.75677], [46.59298, 24.75781], [46.59532, 24.75881], [46.59546, 24.75887], [46.59591, 24.75906], [46.59698, 24.75951], [46.5974, 24.75968], [46.59806, 24.75996], [46.59818, 24.76001], [46.59898, 24.76033], [46.59909, 24.76038], [46.59922, 24.76044], [46.6002, 24.76084], [46.60037, 24.76091], [46.60049, 24.76096], [46.60051, 24.76097], [46.60051, 24.76097], [46.60165, 24.76144], [46.60193, 24.76157], [46.60195, 24.76158], [46.60217, 24.76166], [46.60233, 24.7617], [46.60252, 24.76174], [46.60274, 24.76172], [46.60291, 24.76168], [46.60302, 24.76162], [46.60316, 24.76159], [46.60329, 24.76158], [46.60342, 24.76159], [46.60355, 24.76165], [46.60373, 24.76179], [46.60375, 24.76185], [46.6038, 24.76192], [46.60393, 24.76214], [46.60404, 24.7623], [46.60422, 24.76249], [46.60446, 24.76264], [46.60459, 24.76271], [46.60477, 24.76277], [46.60501, 24.76282], [46.60524, 24.76291], [46.60542, 24.76298], [46.60595, 24.7632], [46.60595, 24.7632], [46.60683, 24.76356], [46.60795, 24.76403], [46.61106, 24.76533], [46.61123, 24.7654], [46.61497, 24.767], [46.61497, 24.767], [46.61865, 24.76857], [46.61907, 24.76876], [46.61948, 24.76898], [46.61974, 24.76913], [46.61998, 24.76922], [46.62019, 24.76924], [46.62039, 24.76923], [46.6207, 24.76918], [46.62081, 24.7691], [46.62094, 24.76905], [46.62116, 24.76902], [46.62137, 24.76905], [46.62156, 24.76915], [46.6217, 24.7693], [46.62178, 24.76947], [46.62204, 24.76981], [46.62228, 24.77006], [46.6225, 24.77024], [46.62279, 24.77041], [46.62315, 24.77055], [46.62361, 24.77068], [46.62409, 24.77086], [46.62527, 24.77136], [46.62541, 24.77143], [46.62624, 24.77178], [46.62781, 24.77245], [46.62951, 24.77314], [46.63017, 24.77343], [46.63017, 24.77343], [46.63103, 24.7738], [46.63112, 24.77384], [46.63362, 24.77489], [46.63362, 24.77489], [46.63487, 24.77541], [46.63554, 24.77569], [46.6357, 24.77576], [46.63641, 24.77603], [46.63657, 24.77611], [46.63687, 24.77624], [46.63687, 24.77624], [46.63811, 24.77677], [46.63881, 24.77706], [46.63929, 24.77727], [46.6398, 24.77746], [46.64076, 24.77785], [46.64151, 24.77811], [46.64163, 24.77812], [46.64178, 24.77801], [46.64184, 24.77795], [46.64199, 24.77785], [46.6421, 24.7778], [46.64223, 24.77775], [46.64236, 24.77773], [46.64247, 24.77774], [46.64263, 24.77779], [46.64281, 24.77788], [46.64298, 24.77797], [46.64315, 24.77807], [46.64331, 24.77818], [46.64348, 24.77828], [46.6447, 24.77905], [46.64491, 24.77919], [46.64524, 24.77944], [46.64556, 24.77968], [46.64569, 24.77977], [46.64586, 24.77989], [46.64639, 24.78021], [46.64686, 24.78047], [46.64719, 24.78063], [46.64761, 24.78081], [46.64881, 24.78129], [46.64881, 24.78129], [46.64958, 24.78161], [46.65034, 24.78192], [46.65104, 24.78221], [46.65226, 24.78272], [46.65313, 24.78309], [46.65579, 24.78419], [46.6561, 24.78432], [46.6568, 24.78461], [46.65757, 24.7849], [46.65791, 24.78508], [46.6581, 24.78515], [46.65841, 24.78529], [46.65894, 24.78551], [46.65952, 24.78573], [46.6604, 24.78608], [46.66041076183319, 24.78605757974247], [46.66000843048096, 24.78688064846395], [46.66000843048096, 24.78688064846395], [46.661618, 24.7875]], ""type"": ""LineString""}","24.763634522067587, 46.598146901527905"
9,L11-1,West Al-Uraija,Ar Rabi,العريجاء الغربي,الربيع,730,1,,,"{""coordinates"": [[46.616782, 24.583237], [46.61629915237427, 24.58382201940253], [46.61631, 24.58381], [46.6156, 24.58337], [46.6156, 24.58337], [46.61511, 24.58307], [46.61451, 24.5827], [46.61291, 24.58488], [46.6122, 24.58583], [46.61212, 24.58594], [46.61212, 24.58595], [46.61173, 24.58647], [46.6115, 24.58679], [46.61128, 24.58709], [46.61016, 24.58861], [46.60916, 24.58996], [46.60903, 24.59003], [46.60812, 24.58947], [46.6076, 24.58915], [46.60753, 24.58915], [46.60744, 24.58916], [46.60733, 24.58918], [46.60712, 24.58947], [46.60655, 24.59025], [46.60649, 24.59028], [46.60638, 24.59033], [46.60629, 24.59037], [46.60617, 24.59037], [46.60596, 24.59029], [46.6058, 24.59019], [46.60473, 24.58954], [46.60376, 24.58891], [46.60302, 24.58847], [46.60293, 24.58841], [46.60271, 24.5883], [46.6019, 24.58782], [46.6019, 24.58782], [46.6017, 24.5877], [46.60072, 24.58711], [46.59982, 24.58656], [46.59923, 24.58621], [46.59888, 24.5862], [46.59865, 24.58623], [46.5983, 24.58667], [46.5983, 24.58667], [46.59821, 24.58678], [46.59818, 24.58682], [46.59796, 24.58714], [46.5979, 24.58724], [46.59781, 24.58739], [46.59766, 24.58767], [46.59743, 24.58804], [46.59707, 24.58861], [46.59672, 24.58918], [46.59634, 24.5898], [46.596, 24.59041], [46.59594, 24.59053], [46.59594, 24.59053], [46.59573, 24.59097], [46.59559, 24.59126], [46.59554, 24.59138], [46.59548, 24.59151], [46.59541, 24.59167], [46.59529, 24.59188], [46.59518, 24.59206], [46.59481, 24.59276], [46.59454, 24.59326], [46.59442, 24.59358], [46.59431, 24.59384], [46.59416, 24.59416], [46.59405, 24.59437], [46.59393, 24.59456], [46.5937, 24.59498], [46.59341, 24.59556], [46.59201, 24.59819], [46.59185, 24.59853], [46.59185, 24.59853], [46.59167, 24.5989], [46.59134, 24.59958], [46.59126, 24.59972], [46.59117, 24.59989], [46.59111, 24.59998], [46.59089, 24.60039], [46.59071, 24.6007], [46.59014, 24.60179], [46.58832, 24.60502], [46.58795, 24.6056], [46.58738, 24.60663], [46.58713, 24.60709], [46.58655, 24.60821], [46.58573, 24.6099], [46.58515, 24.61115], [46.58431, 24.61299], [46.58123, 24.61944], [46.58078, 24.62049], [46.58029, 24.62189], [46.58015, 24.62262], [46.58023, 24.62316], [46.58065, 24.62557], [46.58075, 24.62661], [46.58084, 24.62779], [46.58095, 24.62811], [46.5811, 24.62843], [46.58125, 24.62872], [46.58231, 24.6305], [46.58403, 24.633], [46.58469, 24.63393], [46.58484, 24.63412], [46.58521, 24.63436], [46.58532, 24.63438], [46.58541, 24.63436], [46.58549, 24.63431], [46.58557, 24.63423], [46.58569, 24.63407], [46.58572, 24.63401], [46.58577, 24.63396], [46.58585, 24.63393], [46.58592, 24.63392], [46.586, 24.63393], [46.58607, 24.63397], [46.58612, 24.63402], [46.58615, 24.63409], [46.58615, 24.63416], [46.58624, 24.63444], [46.58632, 24.63458], [46.58697, 24.63554], [46.58794, 24.63692], [46.58803, 24.63704], [46.58846, 24.63764], [46.59022, 24.64009], [46.59025, 24.64012], [46.59069, 24.64076], [46.59104, 24.64125], [46.59104, 24.64125], [46.59241, 24.64314], [46.59294, 24.64384], [46.59277, 24.6439], [46.59056, 24.64082], [46.58918, 24.63889], [46.58918, 24.63889], [46.5879, 24.63711], [46.58783, 24.63698], [46.5877, 24.63677], [46.587, 24.63577], [46.58625, 24.6347], [46.58618, 24.63459], [46.58611, 24.63452], [46.58588, 24.63435], [46.58581, 24.63433], [46.58553, 24.63444], [46.58547, 24.63451], [46.58543, 24.63464], [46.5855, 24.63485], [46.58571, 24.63531], [46.58592, 24.63559], [46.59019, 24.64156], [46.59109, 24.64283], [46.59304, 24.64567], [46.59419, 24.6472], [46.59514, 24.64853], [46.59615, 24.64981], [46.59656, 24.6502], [46.59758, 24.65122], [46.5979, 24.65154], [46.59811, 24.65176], [46.5983, 24.65194], [46.59839, 24.65203], [46.59858, 24.65221], [46.59893, 24.65255], [46.59893, 24.65255], [46.59917, 24.65278], [46.59963, 24.65324], [46.60033, 24.65397], [46.60117, 24.65468], [46.60181, 24.6551], [46.6036, 24.65627], [46.60455, 24.65693], [46.60744, 24.65876], [46.60913, 24.65973], [46.61524, 24.66341], [46.61543, 24.66346], [46.61584, 24.6636], [46.61629, 24.6638], [46.61679, 24.66411], [46.61734, 24.66443], [46.61735, 24.66443], [46.618, 24.66478], [46.61815, 24.66486], [46.61913, 24.66538], [46.62042, 24.66601], [46.6212, 24.66634], [46.62164, 24.66653], [46.62232, 24.66683], [46.62232, 24.66683], [46.62251, 24.66691], [46.62268, 24.66697], [46.62317, 24.66714], [46.6234, 24.66722], [46.62355, 24.66727], [46.6239, 24.66741], [46.62469, 24.66768], [46.62596, 24.6682], [46.62662, 24.6685], [46.63313, 24.67028], [46.6351, 24.67101], [46.63603, 24.67141], [46.63717, 24.67225], [46.63851, 24.67378], [46.63877, 24.67432], [46.63904, 24.67493], [46.63922, 24.67529], [46.63935, 24.67566], [46.63946, 24.67613], [46.63952, 24.67647], [46.63957, 24.67685], [46.63961, 24.67731], [46.63962, 24.67778], [46.63961, 24.67831], [46.63952, 24.67882], [46.6394, 24.67936], [46.6392, 24.67997], [46.63901, 24.68046], [46.63873, 24.68096], [46.63851, 24.68135], [46.63815, 24.68191], [46.6375, 24.68299], [46.63734, 24.68319], [46.63602, 24.68518], [46.63548, 24.68598], [46.63424, 24.68783], [46.63168, 24.69154], [46.63054, 24.69326], [46.62795, 24.69714], [46.62744, 24.6979], [46.6272, 24.69829], [46.6269, 24.69899], [46.62654, 24.6995], [46.62654, 24.6995], [46.62648, 24.69958], [46.624, 24.70353], [46.62369, 24.70392], [46.62368, 24.70404], [46.62373, 24.70413], [46.62567, 24.70621], [46.626, 24.70662], [46.62654, 24.70715], [46.62706, 24.70773], [46.62749, 24.70816], [46.62765, 24.70832], [46.62777, 24.70845], [46.62777, 24.70845], [46.6279, 24.70858], [46.62797, 24.70865], [46.62869, 24.70937], [46.62967, 24.71037], [46.63044, 24.71117], [46.63049, 24.71123], [46.63049, 24.71123], [46.63089, 24.71163], [46.6318, 24.71255], [46.63262, 24.71331], [46.63265, 24.71335], [46.63279, 24.71345], [46.63286, 24.71351], [46.63323, 24.71382], [46.63348, 24.71403], [46.63374, 24.71427], [46.63451, 24.71477], [46.63484, 24.71498], [46.63484, 24.71498], [46.63498, 24.71507], [46.63512, 24.71515], [46.63608, 24.71571], [46.63661, 24.71598], [46.63716, 24.71623], [46.63746, 24.71636], [46.63788, 24.71653], [46.63912, 24.71703], [46.63912, 24.71703], [46.63944, 24.71716], [46.63989, 24.71734], [46.64014, 24.71744], [46.64085, 24.71772], [46.64237, 24.71834], [46.64269, 24.71848], [46.64302, 24.71866], [46.64303, 24.71866], [46.64303, 24.71866], [46.64358, 24.71889], [46.64371, 24.719], [46.64382, 24.71911], [46.64582, 24.71995], [46.64775, 24.72076], [46.64938, 24.72147], [46.65131, 24.72228], [46.65326, 24.72307], [46.65326, 24.72307], [46.65366, 24.72323], [46.65417, 24.72345], [46.65417194366456, 24.72344453698747], [46.65444016456605, 24.72375638939712], [46.65444016456605, 24.72375638939712], [46.65422558784486, 24.72419493052588], [46.65422558784486, 24.72419493052588], [46.65333509445191, 24.72538385647748], [46.65333509445191, 24.72538385647748], [46.652743, 24.726276], [46.65274, 24.72628], [46.65228, 24.72704], [46.65178, 24.72801], [46.65147, 24.72871], [46.65145, 24.72874], [46.65094, 24.72972], [46.65071, 24.73002], [46.65039, 24.73063], [46.65039, 24.73063], [46.6501, 24.73121], [46.65003, 24.73136], [46.64969, 24.73209], [46.64937, 24.7328], [46.64931, 24.73293], [46.64906, 24.73357], [46.64872, 24.73439], [46.648, 24.7358], [46.64766, 24.73646], [46.64738, 24.73718], [46.64733, 24.73729], [46.64733, 24.73729], [46.64733, 24.7373], [46.64594, 24.74005], [46.64583, 24.74025], [46.64583, 24.74027], [46.64566, 24.74058], [46.64557, 24.74077], [46.64535, 24.74116], [46.64509, 24.74169], [46.64481, 24.74223], [46.64481, 24.74223], [46.64414, 24.74353], [46.64407, 24.74367], [46.64382, 24.74411], [46.64365, 24.74429], [46.64333, 24.7449], [46.64249, 24.74657], [46.6422, 24.74716], [46.64214, 24.74727], [46.64203, 24.74749], [46.64203, 24.74749], [46.64198, 24.7476], [46.64197, 24.74763], [46.64175, 24.74804], [46.6412, 24.74917], [46.64114, 24.74928], [46.64108, 24.7494], [46.63993, 24.7516], [46.63964, 24.75221], [46.63944, 24.7526], [46.63944, 24.7526], [46.63902, 24.75343], [46.63897, 24.75353], [46.63862, 24.75413], [46.63843, 24.75453], [46.6375, 24.75633], [46.63698, 24.75736], [46.63677, 24.75773], [46.63652, 24.75838], [46.63629, 24.75908], [46.63619, 24.75951], [46.63607, 24.76034], [46.63606, 24.76052], [46.63603, 24.76118], [46.63611, 24.76204], [46.63626, 24.76294], [46.63649, 24.76371], [46.63671, 24.76435], [46.63748, 24.76608], [46.63778, 24.76672], [46.63787, 24.76695], [46.63904, 24.76917], [46.63911, 24.76933], [46.63939, 24.76997], [46.63996, 24.77093], [46.64009, 24.77114], [46.64024, 24.77132], [46.64035, 24.77142], [46.64057, 24.77155], [46.64077, 24.77157], [46.64091, 24.77157], [46.64113, 24.77152], [46.6413, 24.77142], [46.64141, 24.77134], [46.64156, 24.77115], [46.64238, 24.76955], [46.64277, 24.76879], [46.6435, 24.7673], [46.6435, 24.7673], [46.64395, 24.76638], [46.64422, 24.76572], [46.64431, 24.76519], [46.64442, 24.7647], [46.64455, 24.7637], [46.64449, 24.76278], [46.64428, 24.76185], [46.6439, 24.76107], [46.64342, 24.76045], [46.64268, 24.75975], [46.64231, 24.75952], [46.64193, 24.75928], [46.64088, 24.7588], [46.64006, 24.75846], [46.63951, 24.75837], [46.6389, 24.75839], [46.63836, 24.75849], [46.63793, 24.75867], [46.63766, 24.75882], [46.63749, 24.7589], [46.63688, 24.75949], [46.63658, 24.75987], [46.63638, 24.76038], [46.63631, 24.76082], [46.63624, 24.76185], [46.63639, 24.76272], [46.63655, 24.7633], [46.6368, 24.76428], [46.63743, 24.76548], [46.6377, 24.76599], [46.63798, 24.76665], [46.63842, 24.76772], [46.63904, 24.76917], [46.63911, 24.76933], [46.63956, 24.77076], [46.64033, 24.7725], [46.64086, 24.77369], [46.64095, 24.77389], [46.64153, 24.77517], [46.64184, 24.7759], [46.64252, 24.77733], [46.64389, 24.78043], [46.64417, 24.78107], [46.64439, 24.78162], [46.64509, 24.78316], [46.64525, 24.7835], [46.64525, 24.7835], [46.64565, 24.78436], [46.64628, 24.78576], [46.64672, 24.78676], [46.6468, 24.78691], [46.64764, 24.78881], [46.64776, 24.78906], [46.64793, 24.78945], [46.64798, 24.78956], [46.64852, 24.79077], [46.64852, 24.79077], [46.6488, 24.7914], [46.6506, 24.79545], [46.65062, 24.7955], [46.65062, 24.7955], [46.65132, 24.797], [46.65136, 24.7971], [46.65154, 24.7975], [46.65182, 24.79811], [46.65209, 24.79861], [46.65222, 24.79888], [46.65233, 24.79909], [46.65258, 24.79968], [46.65268, 24.79981], [46.65277, 24.79987], [46.65287, 24.7999], [46.65296, 24.79988], [46.65305, 24.79983], [46.6531, 24.79975], [46.65325, 24.79946], [46.65351, 24.79899], [46.65388, 24.7983], [46.6542, 24.79773], [46.65421, 24.7977], [46.65448, 24.79723], [46.65456, 24.7971], [46.65475, 24.79679], [46.65497, 24.79638], [46.655, 24.79633], [46.655, 24.79633], [46.65586, 24.79462], [46.65605, 24.79423], [46.65626, 24.79383], [46.65631, 24.79372], [46.6565, 24.79335], [46.65699, 24.79238], [46.65785, 24.79067], [46.65823, 24.7899], [46.65829, 24.78979], [46.65933, 24.78774], [46.65956, 24.78726], [46.65957, 24.78724], [46.65956854820252, 24.78724104370012], [46.65974020957947, 24.78703649518104], [46.65974020957947, 24.78703649518104], [46.65999233722687, 24.78691473995004], [46.65999233722687, 24.78691473995004], [46.661618, 24.7875]], ""type"": ""LineString""}","24.69208318784508, 46.62243380461587"
